Albrecht Präzision GmbH & Co. KG	Albrecht Präzision GmbH & Co. KG	Antoniusstr. 25	Moritz Kächele	Uwe Rolf
Apia Zerspanung u. Montage GmbH	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Daniel Fürll Design in Metall	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Stahl- und Metallbau Udo Walter	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Krieger Maschinenbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Metallbau Rössler GmbH & Co. KG	Metallbau Rößler GmbH & Co.KG	Am Henschelberg 9	Bianca Rößler	Rainer Brenner
Bodach GbR	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Metallbau Ulrich Haussecker	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Horch GmbH & Co. KG Stahlbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei & Metallbau Uwe Grothe	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Dieter Eisinger CNC-Metallbearbeitung	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Hammer Stahl-Manufaktur e.K.	Hammer Stahl-Manufaktur e.K.	Neulandstr. 19	Thomas Hammer	<Not Found>
Klaus Riedlberger Metallbau-Schlosserei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
LWB Jugendeinrichtungen GmbH Stift Sunisheim	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Heller Maschinenbau CNC Technik GmbH	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Grob GmbH Antriebstechnik	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Thomas Hennig Werkzeugmachermeister	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Claus Gilbert Metallbauermeister	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Dieter Eisinger CNC-Metallbearbeitung	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Quest Innovative Zerspanung e. K.	Quest Innovative Zerspanung e.K. Inhaber Artur Schell	Bittelbronnerstr. 42	Artur Schell	<Not Found>
Swen Kramer Metallbau Stahlform Kramer	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Gerhard Haspel Bauelemente GmbH	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Konrad Kress GmbH Maschinen- u. Mühlenbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Herbert Pallentin GmbH	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Metallbau Joachim Naumann	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Klaus Kreth Schlossermeister	<Not Found>	<Not Found>	<Not Found>	<Not Found>
ZUCK Karosserie- und Fahrzeugbau e.K. Inh. Christian Zuck	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Rainer Kuch Kunstschmiede und Schlosserei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Ludwig Reißner GmbH	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Helmut Engert Bauschlosserarbeiten u. Sanitärinstallationen	<Not Found>	<Not Found>	<Not Found>	<Not Found>
MetallwerQ Mayer Metallbau Klaus Mayer, Handel & Montagen	<Not Found>	<Not Found>	<Not Found>	<Not Found>
MetallwerQ Metallbau Klaus Mayer	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Pross & Schondelmaier GmbH Metallbau & Sonnenschutz	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Alu Bau Wolfgang Sartorius GmbH & Co. KG	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Keppler GmbH Stahl- und Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Metallbau Ammann Metallgestaltung / Schlosserei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Dieter Höger Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei Hachtel	Schlosserei Hachtel e.K.	Am Saalbach 3	Brigitte Hachtel	<Not Found>
Maschinenbau Ehehalt GmbH	Maschinenbau Ehehalt GmbH	Eppingen	Yvonne Ehehalt Hüber	<Not Found>
Kraut Metallbau	Metallbau Anton Kraut Inh. Dieter Buhl	Friedbergerstr. 23	Dieter Buhl	<Not Found>
Helmut Hebisch Inh. Isabella Schneider e.K. Blech & Metallbearbeitung	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Bieberle Werkzeug- und Formenbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Wolfgang Scheib Mechan. Werkstätte Werkzeugbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Max Dörr GmbH Förderanlagen	<Not Found>	<Not Found>	<Not Found>	<Not Found>
ZTW Zerspanungstechnik Walczok	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei Schröder Stefan Schröder	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Mettler Metallbau e.K.	Mettler Metallbau e.K. Inh. Matthias Mettler	Geigerstr. 7	Matthias Mettler	<Not Found>
Reeck Metall Design	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Rolf Spittelmeister	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Roland Holder Schlosserei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei Seemann Inh. Harry Schmidt	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei Glaser Willi & Leander Glaser	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Bernard Olujic Trade & Solution	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Deurer Metallbau Markus Deurer e.K.	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Werner Obreiter Stahl- und Leichtmetallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei Steinberg	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei Gallenbach	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei Stahl- und Metallbau Hoffmann	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Kappler GmbH & Co. KG	Kappler GmbH & Co. KG	Gewerbestr. 22	Alexander Roeth	<Not Found>
Harald Rottner Rottner Metalltechnik	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Willi Jost Schlosserei u. Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Metallbau Thomas Klingel	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Thomas Hagenlocher Schlosserei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Treiber GmbH Zerspanungstechnik	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei Riexinger Inh. Alfred Hofsäss	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei Theurer	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Metallbau Braun Inh. Markus Braun	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Gaiser Metallbau Inh. Alexander Gaiser	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Tobias & Samuel Dill GbR	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Zotzel Stahl-Metall-Maschinenbau GmbH & Co. KG	Zotzel Stahl-Metall-Maschinenbau GmbH & Co. KG	Hauptstr. 122	Andre Zotzel	Udo Zotzel
Bender Mechanik GmbH + Co. KG	Bender Mechanik GmbH & Co. KG	Im Unteren Ried 9	Nicole Schadow	<Not Found>
Bernd Kammerer Metallbearbeitung	<Not Found>	<Not Found>	<Not Found>	<Not Found>
NONNENMANN  Metallbau Schlosserei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Daniel Moers Mech. Werkstätte	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Miag GmbH Daniel Nuding	<Not Found>	<Not Found>	<Not Found>	<Not Found>
MOERS CNC-Technik Landmaschinen	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Dirk Schröter Hufbeschlag	<Not Found>	<Not Found>	<Not Found>	<Not Found>
KRIGA GmbH Stahl & Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Integral GmbH Schlosserei und Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Gernot Spindler Schlosserei Spindler	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Wilhelm Stahl- u. Metallbau GmbH	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Metallbau Lepple	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Metallbau Maunz	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Sebastian Georgopoulos Neue Schmiede	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei Volker Off	<Not Found>	<Not Found>	<Not Found>	<Not Found>
ELMER Metallbau Schlosserei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Helmut Schlachter GmbH Stanz-Laser-Technik Stahl- u. Blechkonstruktionen	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Ermo Montagebau Inh. Taner Erikli	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Wilhelm Weiss - Schlüssel Weiss GmbH	Müller & Johmann GmbH	Erbprinzenstr. 24	Wilfried Johmann	Reinhard Müller
Schlüsseldienst Bolzhauser und Sicherheitszentrum Bolzhauser GmbH	<Not Found>	<Not Found>	<Not Found>	<Not Found>
W. Breining GmbH & Co. KG Stahl- und Leichtmetallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Berufsbildungszentrum Karlsruhe Internationaler Bund für Sozialarbeit	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Hofmann Metall- und Glasbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Rudolf Späth GmbH Zerspanungstechnik	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Erhard Kirchenbauer GmbH Markisenbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
HARSCH Klaus Harsch Schlossermeister	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Manfred Kleinhans Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei Wahlich e.K. Kunst- und Bauschlosserei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Herbert Horzel GmbH Stahl- u. Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Otto Rimmelspacher GmbH Apparatebau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Ferdinand Makowski Schlosserei + Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Franz Michl Metallbau Schlosserei Kunstschmiede	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Matthias Baumstark GmbH Metallbau- und Glastechnik	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Wilhelm Graf / Inh. Ingeborg Bunge Maschinenbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Helmut Berger Metallbau GmbH	Helmut Berger Metallbau GmbH	Im Brunnenfeld 16	<Not Found>	<Not Found>
Burst und Zick GmbH Vorrichtungs- und Maschinenbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Rudolf Kopp + Söhne GmbH Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
St. Augustinusheim Lehrwerkstätte Schlosser	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Jürgen Pöschl Stahl- und Konstruktionsbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Fahrrad Pallmann Emil Pallmann	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Otto Köhler GmbH Fahrzeugbau-Bremsdienst	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei Nagel	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Metallwerkstatt Joachim Epp	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Wolfgang Lachnit Schlosserei Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Henninger Konstruktionstechnik Stahl-, Metallbau & Edelstahlverarbeitung	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Mai Balkon-System	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Herrmann und Kutscher GmbH	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Bernhard Schmidt CNC-Bearbeitung	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Metallbau Kunschner	Kunsch Metallbau e. K.	Siegfriedstr. 171	Stefan Kunsch	<Not Found>
DAUM Metallbau/Schlosserei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Metallbau Schmidt Inh. Marcus Schmidt	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Feinwerkmechanik Rothweiler	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Alexander Repple Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
BALKONart , Dan-Egon Popa Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Rosswag GmbH Schmiedetechnik + Bearbeitung	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Firma Walter Ludwig e.K. Behälter und Anlagenbau, Inh. Klaus Ludwig	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Werner Kraft GmbH Schlosserei/Kunstschmiede/Treppenbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Hammermeister Metallbau und Schlosserei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Roland Lutz GmbH Spezialschweißerei/Sonderkonstruktionen	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Rudolf Bauer Stahl- und Metallbau Inh. Bernd Bauer	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Manfred Braun GmbH Metallverarbeitung	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Linder u. Aulenbach GmbH Stahl- und Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Hans Herr GmbH Vogelfußringe	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Franz Wolf GmbH Maschinenbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Hermann Tretter Fertigungstechnik	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Gwinner Metallbau Schlosserei Inh. Dominik Ratzel e.K.	Gwinner Metallbau Schlosserei Inh. Dominik Ratzel e.K.	Schwarzwaldstr. 2A	Dominik Ratzel	<Not Found>
Walter Decker GmbH Stahl- und Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Metallbau Michael Fritz	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Frank Götzmann Schlosserei & Maschinenbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
WOLFINGER  Technical Service Ltd.	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Bernd Kleehammer GmbH Schlosserei-, Stahl- u. Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei u. Metallbau Busch	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Ebert HERA Esser Anlagentechnik GmbH	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Metallbau Michael Dreher	<Not Found>	<Not Found>	<Not Found>	<Not Found>
WALTER Schlosserei-Metallbau e.K.	WALTER Schlosserei-Metallbau e. K. Inhaber Oliver Heine	Baden-Baden	Annemarie Walter	Oliver Heine
Aufzugbau Hugo Zeitvogel GmbH & Co. KG	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Andre Weber Hufschmied	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Mai Bauschlosserei & Stahlbau KG	Mai Bauschlosserei und Stahlbau KG	Im Kammerforst 7	Stephan Mai	<Not Found>
Schlosserei Braun GmbH Stahl- und Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Bauknecht Mech. Werkstätte	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Verzinkerei Bruchsal GmbH u. Co. KG	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Anton Steibli	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Metallbau Joachim Völkle	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Friess Stahl- und Metallbau GmbH	Friess Stahl- und Metallbau GmbH	Im Schollengarten 6	Univ.-Prof. Dr. med. Helmut  Friess	<Not Found>
Justizvollzugsanstalt Landesbetrieb VAW	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Gerhard Feldmann Feinwerkmechanik	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Baader Stahl- und Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei Rudolf Reiss	<Not Found>	<Not Found>	<Not Found>	<Not Found>
SMC Bender Dietmar Bender	<Not Found>	<Not Found>	<Not Found>	<Not Found>
RIKA Schlosserei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei Günter Barth	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Metallbau Zolk GmbH	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Fördertechnik Marinkovic	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Hartmann & König Stromzuführungs AG	Hartmann & König Stromzuführungs AG	Hubert-Und-Ursula-Herbergerpl. 1	Michael Seitz	<Not Found>
Prokosch Pumpen u. Armaturen GmbH	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei Rainer Baumgärtner	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Klaus Metzger Zerspanungstechnik	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Ferrotech GmbH - Maschinen- u. Stahlbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Ulm Bauelemente GmbH	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Demel GmbH Mech. Werkstätte	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Rainer Bier Schlosserei & Edelstahlfachbetrieb	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Dieter Nies Maschinenbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei Meinrad Köhler	Schlosserei Meinrad Köhler Inhaber Dieter Köhler eK	Industriestr. 31	Dieter Köhler	<Not Found>
Christoph Sälinger Bau- und Kunstschlosserei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Berthold Link Schlosserei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Walz + Lehmann GmbH Möbelhandel & Montage	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Keller Schlosserei Stahl- und Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Metallbau Hummel Inhaber: Tobias Zimmer	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Michael Burgmann Kehler Schlüsseldienst	<Not Found>	<Not Found>	<Not Found>	<Not Found>
D.D.M. Maschinenbau GmbH	A D A M - Maschinenbau GmbH	Südstr. 18	<Not Found>	<Not Found>
A. Maier GmbH Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Klaus Steurer GmbH Stahl- und Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Otto Nußbaum GmbH & Co. KG Maschinenbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Dipl.-Ing. Thomas Hodapp Metallbau-Schlosserei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
A2 Metallbau Inh. Daniel Armbruster e.K.	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Metallbau Georg Hilberer	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Michael Brosamer Bauschlosserei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei Josef Walter	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Stahlbau Schaub GmbH & Co. KG	Stahlbau Schaub GmbH & Co. KG	Brambachstr. 8	Monika Schaub	Frank Hertle
Karl Braun Schlosserei u. Kunstschmiede	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Franz Birk Schlosserei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Jürgen Krehl Schlosserei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
LADOG Fahrzeugbau und Vetriebs-GmbH	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Andreas Hoch e. K. Stahl- u. Apparatebau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Riehle Metallbau Inh.: Xaver Riehle	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Design in Metall Inh. Andreas Schäfer	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Emil Keck GmbH & Co. KG Maschinenbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Bernhard Brucker Schlosserei - Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schaub Nutzfahrzeuge  Silvia Biegert e.K.	Schaub Nutzfahrzeuge Silvia Biegert e.K.	Obere Gewerbestr. 3	Martin Biegert	Rolf Biegert
Metallbau Klaus Grießbaum	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei Jürgen Goerigk	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Metallbau Martin Albiez	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Metallbau Back GmbH	Metallbau Backes GmbH	Limbacherstr. 10	Margit Backes	<Not Found>
Engelmeier GmbH Stahl- u. Fensterbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei Helmut Frietsch	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Frass GmbH Geländerbau - Stahlbau - Schlosserei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Gerhard Springmann GmbH Schlosserei u. Stahlbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Richard Bohnert Schlosserei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Werner Erdrich Kunst & Bauschlosserei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Wolfgang Ketterer Einbruchschutz-Schließanlagen-Sicherheitstechnik	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Hodapp GmbH & Co. KG Stahltürenbau - CNC-Blechtechnik	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Werner Brunner Schlosserei / Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Bohnert Metallbearbeitung Rainer Bohnert	<Not Found>	<Not Found>	<Not Found>	<Not Found>
HVM Heitzmann & Volz Metallbau GmbH	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Metallbau Blutke Inh. Ingo Blutke	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Thomas Großmann Schlosserei Metallbau GmbH	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Wandres Metallbau GmbH	Wandres Metallbau GmbH	Gräberfeldstr. 4	Monika Marga Wandres	<Not Found>
Weisser GmbH & Co. KG Maschinenbau & Großküchentechnik	<Not Found>	<Not Found>	<Not Found>	<Not Found>
DOLLmetall GmbH Schlosserei - Stahlbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Richard Kramer Metallbau-Schlosserei Inh.: Claus Fehrenbacher	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Horst Meier Schlosserei und Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Tilo Nimmesgern & Harry Voigt Technische Bauelemente	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Oskar Kopf Metallgestaltung	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei Franz Kopf Nachf. Matthias Mörder	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Metallbau Ehret Inh. Timo Ehret	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Helmut Schneider & Sohn GbR Bauschlosserei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Michael Rieth Schmiede-Schlosserei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Tobias Rieth Schlosserei-Blechnerei-Sanitär	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Metallbau Grösch	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Person Metallbau und Brennschneidtechnik Inh. Otto Holger Person	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Metallbau Zehnle Inh. Martin Zehnle	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Martin Seeger Bauschlosserei - Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Metallbau Johann Wagner	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Sascha Staiger Schlosserei und Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei Dietmar Klann	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosser Maier e.K. Inh. Sebastian Schwab	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Blechnerei Jürgen Joos	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Hans-Günter Götz Schlosserei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei Ewald Pfrengle	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Stahl- und Metallbau Peter Haller	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Kunst- und Bauschlosserei Rolf Rottler	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Bauschlosserei-Stahlbau Clemens Herrmann	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei - Metallbau Rosenstiel	<Not Found>	<Not Found>	<Not Found>	<Not Found>
TomKa Metall- und Maschinenbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Johann WIGANDT Alexander Wigandt Dipl.-Ing. Maschinenbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Formo GmbH Werkzeug- u. Modellbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Klaus Martin Scheuch Maschinenbaumech.Mstr.	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Blenkle Fahrzeugbau GmbH	Blenkle Fahrzeugbau GmbH	Bruggenerstr. 11	Liliya Blenkle	<Not Found>
Industriemontagen Wultschner GmbH Klaus und Uwe Wultschner	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Herrmann Metallbau - Apparatebau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Honold GmbH & Co. KG Fahrzeugbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Metallbau Matyas  Meisterbetrieb	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Gebr. Jäckle GmbH Maschinen- u. Gerätebau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Metall- u. Gerätebau Hans-Peter Meßmer	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Konstruktionstechnik Gebr. Klotz	KK Konstruktionstechnik Klotzbücher GmbH	Franz-Antoni-Str. 14	Ewald Georg Klotzbücher	<Not Found>
Stahlbau - Schlosserei Peter Nägele	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei Waibel	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Metallbau-Schlosserei Sigmar Hofer	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Stemmer Metallbau + Fahrzeuge	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei Roland Metzger	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei Andreas Böhler	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schmiede Werner Sauter	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei Menge	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Metalldesign Weber	Metallbau Webersberger Limited	Henschelring 17	Erik Ernst Webersberger	<Not Found>
Straub Schlosserei & Kunstschmiede	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei Martin Trenkle	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Seeburger Präzisionsdrehteile	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Peter Winker Metalltechnik	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Knapp GmbH & Co. KG Sicherheits- u. Schließtechnik	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Metallbau Kaiser Michael Kaiser	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Mildenberger Fenster.Türen.Tore GbR	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Metallbau Moor Inh. Alexander Moor	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Ciboci Metalldienstleistung UG Felix Ciboci	<Not Found>	<Not Found>	<Not Found>	<Not Found>
